x-coords,y-coords,contactAngle
3370,973,1.7401195673978278
3370,973,1.7401195673978278
3372,975,1.7383118711707553
3374,977,1.7440859838435392
3375,977,1.740140800478951
3376,978,1.7413526636710628
3377,979,1.743262133404164
3377,979,1.7432621334041645
3381,982,1.7446149347262223
3381,982,1.7446149347262212
3383,984,1.7374979624661577
3383,984,1.7374979624661577
3384,985,1.7414855512025365
3385,985,1.739484259316847
3386,986,1.7450685811020081
3388,988,1.7372028378978503
3390,990,1.743736439177884
3391,990,1.7352135485524018
3392,991,1.738984098696455
3392,991,1.7412545391456975
3395,994,1.7424712197925483
3395,994,1.7424712197925483
3396,994,1.7398344571352968
3398,996,1.7346440054851275
3399,997,1.7374137022268865
3400,998,1.742745235997502
3401,998,1.7383387401834884
3402,999,1.7369098425664293
3404,1001,1.738753884860479
3405,1002,1.7478149145886597
3407,1004,1.7434419935530763
3408,1004,1.7359971287345992
3410,1006,1.7395007495850265
3410,1006,1.7405675842805235
3410,1006,1.7395007495850265
3412,1008,1.7358511003612236
3413,1009,1.7358023358116954
3414,1010,1.7399459617502542
3416,1011,1.7346987806513152
3416,1011,1.7346987806513152
3418,1013,1.7410607803772622
3419,1014,1.7427393418613872
3420,1015,1.7409046271184447
3422,1017,1.7482546710863711
3423,1018,1.7447060726284414
3424,1018,1.741975848157578
3425,1019,1.7471177267210782
3426,1020,1.7424224449121815
3428,1022,1.7373112271160813
3428,1022,1.7373112271160782
3430,1024,1.7420641687399994
3430,1024,1.742064168739998
3432,1026,1.7406061672035122
3432,1026,1.7406061672035122
3434,1028,1.7403669183776218
3434,1028,1.7403669183776218
3436,1029,1.7385582793547025
3437,1030,1.739389572183882
3438,1031,1.748774713643738
3438,1031,1.744275259532231
3440,1033,1.7385636224117105
3440,1033,1.7385636224117105
3442,1035,1.7413738350393386
3442,1035,1.7413738350393386
3445,1038,1.7427405264831684
3445,1038,1.7427405264831684
3446,1039,1.7451649711797452
3447,1040,1.7404028458926801
3448,1041,1.739750484684509
3449,1042,1.738787935617208
3450,1043,1.7415390683711531
3451,1044,1.7401042969927563
3453,1046,1.7449011698499248
3454,1047,1.741541641326196
3454,1047,1.741541641326196
3456,1048,1.7361988905838193
3456,1048,1.7361988905838193
3457,1049,1.7375370386205145
3459,1051,1.7365009863386092
3459,1051,1.7365009863386092
3461,1053,1.736741885431336
3461,1053,1.736741885431336
3464,1056,1.7383636272538443
3464,1056,1.743952063243272
3464,1056,1.743952063243272
3465,1057,1.7411586944835074
3468,1060,1.7431400730216011
3468,1060,1.7431400730216011
3468,1060,1.7431400730216011
3469,1061,1.7406637316113551
3472,1064,1.7483579440018953
3472,1064,1.7483579440018953
3474,1066,1.750054974549242
3474,1066,1.750054974549242
3476,1068,1.7484298515052554
3476,1067,1.7451069153652594
3478,1069,1.7431429643421033
3478,1069,1.7431429643421033
3480,1071,1.7385547973994164
3480,1071,1.7385547973994162
3483,1074,1.7415388181733993
3482,1073,1.7408727263328598
3484,1075,1.7421650319986952
3484,1075,1.7410342430164105
3486,1077,1.7397589678031862
3487,1078,1.7416159617044453
3488,1079,1.7445325339220341
3489,1080,1.7513757173227396
3491,1082,1.746654337769736
3491,1082,1.746654337769736
3492,1082,1.7433985353923986
3494,1084,1.7432438266287555
3495,1085,1.739350491460865
3496,1086,1.747394583922417
3497,1087,1.7465697812082077
3498,1088,1.745146710171882
3500,1090,1.7521131230706244
3500,1090,1.7521131230706244
3501,1091,1.7572690608309085
3502,1092,1.752604791148595
3503,1093,1.745397340330623
3504,1094,1.748104659116319
3505,1095,1.756673943681601
3506,1096,1.7560200158163959
3506,1096,1.7560200158163959
3508,1098,1.761991145510424
3510,1100,1.7640411504423328
3510,1100,1.7590006643948726
3511,1101,1.7558328779401668
3512,1102,1.747115524445853
3513,1103,1.7527357443388858
3514,1104,1.7527974591471702
3515,1105,1.7552652401194544
3516,1106,1.7535985885557104
3517,1107,1.7438793840080051
3518,1108,1.7444964809382764
3519,1109,1.7441848729697194
3520,1110,1.7430332538299196
3521,1111,1.7431874298419117
3522,1112,1.7438840562319156
3523,1113,1.7444216053726505
3523,1114,1.7526832796488856
3524,1115,1.7535425293254898
3525,1116,1.7505598318344742
3526,1117,1.7456573932338024
3527,1118,1.7490765042820415
3528,1119,1.7493121525853528
3529,1120,1.7500078704963553
3530,1121,1.745111290893009
3531,1122,1.7401088828089788
3532,1123,1.7385351558581812
3533,1124,1.7381406540692834
3534,1125,1.7440438954050947
3534,1126,1.7447523934146336
3535,1127,1.744550900964485
3536,1128,1.7454555951415796
3537,1129,1.7396986173247873
3538,1130,1.7435146625268982
3539,1131,1.7389422508600276
3540,1132,1.7460137932329423
3541,1133,1.7452486444689537
3542,1134,1.7403696774981818
3543,1135,1.7458664546885079
3543,1136,1.743111746832869
3544,1137,1.7405405249188943
3545,1138,1.7407811268144309
3546,1139,1.7409985698894996
3547,1140,1.7404913746040775
3548,1141,1.74129534610907
3549,1142,1.7433846521641911
3550,1143,1.7442069080590665
3551,1144,1.7437907284790073
3552,1145,1.745247213412492
3552,1146,1.7489622204240127
3553,1147,1.7485731780017466
3554,1148,1.7466042897286962
3555,1149,1.7460118855152609
3556,1150,1.747537188805275
3557,1151,1.744516810377434
3558,1152,1.7431797586593616
3559,1153,1.7445473962752729
3560,1154,1.744696337714892
3561,1155,1.747731342001945
3561,1156,1.7535895514706068
3562,1157,1.7486525499114516
3563,1158,1.7476890914077907
3564,1159,1.7468003183373413
3565,1160,1.748589575672585
3566,1161,1.742960461149689
3567,1162,1.7433543584066407
3568,1163,1.7451442981596796
3569,1164,1.7398142477919156
3570,1165,1.7395607925584802
3570,1166,1.7422395217983864
3571,1167,1.7445666293181594
3572,1168,1.7442547971211648
3573,1169,1.7423203926470558
3574,1170,1.7452598170675842
3575,1171,1.7505953289318974
3576,1172,1.7477859640798765
3576,1173,1.7516150605642182
3577,1174,1.7471741736243078
3578,1175,1.746710955076537
3579,1176,1.7480898703961643
3580,1177,1.750679991783376
3581,1178,1.7460368230844958
3581,1179,1.7497080732520192
3582,1180,1.7496510181224192
3583,1181,1.7483409100214713
3584,1182,1.7487053001844646
3585,1183,1.7457811504487688
3586,1184,1.7445707957334604
3586,1185,1.7466027960243717
3587,1186,1.7456458570216153
3588,1187,1.748366855718245
3589,1188,1.7503091242553508
3590,1189,1.743416020474345
3591,1190,1.7437642599888925
3592,1191,1.7427221136225464
3592,1192,1.7452435077274646
3593,1193,1.7454238500832864
3594,1194,1.7470115446758356
3595,1195,1.7460112524181661
3596,1196,1.7470817743131024
3596,1197,1.7506642883261339
3597,1198,1.7475849650252149
3598,1199,1.7479178173829841
3599,1200,1.7504307892442468
3600,1201,1.7485105521281026
3600,1202,1.7477571836869938
3601,1203,1.7497534145600249
3602,1204,1.7480031354624925
3603,1205,1.7474935332880024
3603,1206,1.7527502083405757
3604,1207,1.7466543574660647
3605,1208,1.747074859461552
3606,1209,1.7463106981682233
3606,1210,1.7513233662851542
3607,1211,1.7526156372152617
3608,1212,1.747886921916977
3609,1213,1.7476600450203967
3610,1214,1.7465589981946805
3610,1215,1.7498052170741814
3611,1216,1.750834868451034
3612,1217,1.7460011314535069
3613,1218,1.7476930442945706
3613,1219,1.749642395442508
3614,1220,1.7490624817078477
3615,1221,1.7518225739591975
3616,1222,1.7450009071124686
3616,1223,1.7481771834754707
3617,1224,1.7535931988089812
3618,1225,1.7524071529345462
3619,1226,1.7484774207848608
3620,1227,1.7495220970440952
3620,1228,1.7535406994659817
3621,1229,1.7532804681649448
3622,1230,1.7524109332592814
3623,1231,1.7474764863490377
3623,1232,1.7529034862871216
3624,1233,1.7503397038710298
3625,1234,1.7509643028214434
3626,1235,1.7528485361280781
3626,1236,1.7530124586268037
3627,1237,1.751643432927761
3628,1238,1.7531880929084842
3629,1239,1.753627139600706
3630,1240,1.7504589971297624
3630,1241,1.7541796867741908
3631,1242,1.7531735643798785
3632,1243,1.7520839127801018
3633,1244,1.7513533233256449
3633,1245,1.7539902658855004
3634,1246,1.7511601886617527
3635,1247,1.754335389602854
3636,1248,1.7522965463576594
3636,1249,1.7501335560702256
3637,1250,1.7512792711168679
3638,1251,1.75263698766723
3638,1252,1.7572127340662134
3639,1253,1.75307391020531
3640,1254,1.7527164921073128
3641,1255,1.7504257974971935
3641,1256,1.7534989794108855
3642,1257,1.7525918177221917
3643,1258,1.7513971545815785
3644,1259,1.7504852406448226
3644,1260,1.7556727541122437
3645,1261,1.7520019271484502
3646,1262,1.7519973000662847
3646,1263,1.7569895261306
3647,1264,1.7512596087331846
3648,1265,1.7518708848796718
3649,1266,1.7528285844953173
3649,1267,1.7566472918706852
3650,1268,1.7514797139652525
3651,1269,1.7501007057500972
3652,1270,1.7509395240377124
3652,1271,1.7563297450381896
3653,1272,1.7537868413955386
3654,1273,1.7543496858429422
3655,1274,1.7516945638510508
3655,1275,1.7505729872107831
3656,1276,1.7502408362943218
3657,1277,1.7518960270619277
3658,1278,1.7526065378794464
3658,1279,1.755132377590026
3659,1280,1.754575642061606
3660,1281,1.7546981201675416
3660,1282,1.7550353440788702
3661,1283,1.7546878248020445
3662,1284,1.751510012586346
3663,1285,1.748658479354984
3663,1286,1.7520519608086527
3664,1287,1.750779988397515
3665,1288,1.7493542011637337
3666,1289,1.7481403649405147
3666,1290,1.7579486549920726
3667,1291,1.756451153107165
3668,1292,1.7537132250181742
3669,1293,1.7530984351106744
3669,1294,1.7577241480489092
3670,1295,1.7518597288391833
3671,1296,1.7527555225106908
3671,1297,1.7565249302949257
3672,1298,1.7567257624720158
3673,1299,1.7532987072418502
3674,1300,1.753174177695644
3674,1301,1.7569568638017452
3675,1302,1.7556028659587286
3676,1303,1.749966714572643
3677,1304,1.7515941198388831
3677,1305,1.755302448741408
3678,1306,1.7513436179936792
3679,1307,1.7509969813553001
3680,1308,1.749989036948512
3680,1309,1.7514032863058857
3681,1310,1.751175174978872
3682,1311,1.7494214748058172
3683,1312,1.750707934763065
3683,1313,1.7529131618849265
3684,1314,1.7514075129537623
3685,1315,1.7458495774849438
3685,1316,1.7488369848847105
3686,1317,1.7499639478120128
3687,1318,1.7498459202561398
3688,1319,1.7469326631856235
3688,1320,1.7521257744542336
3689,1321,1.7499023590806635
3690,1322,1.7492938352034417
3691,1323,1.74657790846942
3691,1324,1.7482398611215137
3692,1325,1.7487165359941588
3693,1326,1.744949417092387
3693,1327,1.7484329767787277
3694,1328,1.7491163129186582
3695,1329,1.747024716280976
3696,1330,1.7407471325939272
3696,1331,1.7442755036296667
3697,1332,1.7464325732343964
3698,1333,1.7480276308459441
3698,1334,1.7462759795085223
3699,1335,1.745008060095043
3700,1336,1.7430938240747793
3700,1337,1.7494204183531683
3701,1338,1.7497157206036302
3702,1339,1.7483465308548538
3702,1340,1.7531537423750545
3703,1341,1.7464464857894806
3704,1342,1.7455170500900141
3704,1343,1.747651181872087
3705,1344,1.7439792267158194
3706,1345,1.7447553418631725
3706,1346,1.7466923793544948
3707,1347,1.7423889747316275
3708,1348,1.7444563564636928
3708,1349,1.7472309370577044
3709,1350,1.7423077180701696
3710,1351,1.7411787691020553
3710,1352,1.7472074774229576
3711,1353,1.7424607162642132
3712,1354,1.7406817621732762
3712,1355,1.7437727466535446
3713,1356,1.740535351397272
3714,1357,1.7391000650184423
3714,1358,1.7432318479231608
3715,1359,1.7422236581418484
3716,1360,1.740617097854942
3717,1361,1.7403564876352908
3717,1362,1.7447294449373891
3718,1363,1.740470453762183
3719,1364,1.7390101527404278
3719,1365,1.7411087329339232
3720,1366,1.7375713726823587
3721,1367,1.7365015034269269
3721,1368,1.739077879397577
3722,1369,1.74037125611656
3723,1370,1.7392197455408314
3723,1371,1.739500839038385
3724,1372,1.7385759283749562
3725,1373,1.7355785907924877
3725,1374,1.737559586580481
3726,1375,1.7394123533795134
3727,1376,1.739161986844809
3727,1377,1.741381815420889
3728,1378,1.741364897758434
3729,1379,1.7415267503026388
3729,1380,1.740483054072388
3730,1381,1.7373958928313957
3731,1382,1.7404699558268424
3731,1383,1.7388744240676066
3732,1384,1.7396695148485344
3733,1385,1.7371230956956987
3733,1386,1.7340993279153398
3734,1387,1.7353886984999711
3734,1388,1.7366706978336448
3735,1389,1.7325064801309653
3736,1390,1.734987543105596
3736,1391,1.7404249486136536
3737,1392,1.7364472572926015
3738,1393,1.734727543047321
3738,1394,1.7369244396777155
3739,1395,1.733741181259484
3740,1396,1.7348708750177664
3740,1397,1.7343435322700247
3741,1398,1.7334005274696187
3742,1399,1.7323319491408633
3742,1400,1.732094705634108
3743,1401,1.7318279176896227
3743,1402,1.7342077200808166
3744,1403,1.7313362412449842
3745,1404,1.7287846227878283
3745,1405,1.7321046504298345
3746,1406,1.7294297464424797
3746,1407,1.733327285986234
3747,1408,1.7315019799694364
3748,1409,1.731434443857108
3748,1410,1.7337394970595428
3749,1411,1.726185892282368
3749,1412,1.7348232635385752
3750,1413,1.7310055044281392
3751,1414,1.7298052332674239
3751,1415,1.7326188219713732
3752,1416,1.7313619094862864
3753,1417,1.732603365694304
3753,1418,1.732704352102573
3754,1419,1.7301016914176846
3754,1420,1.7292268557488295
3755,1421,1.725432425093869
3756,1422,1.725500002035197
3756,1423,1.7301352993437897
3757,1424,1.7276481738443867
3757,1425,1.7307680336308005
3758,1426,1.7305011388070866
3759,1427,1.726715312294209
3759,1428,1.727429845622179
3760,1429,1.7217767116666824
3760,1430,1.7259637407926929
3761,1431,1.725945569260595
3762,1432,1.72127375835693
3762,1433,1.7247868172526317
3763,1434,1.721559077749939
3763,1435,1.7244744759607913
3764,1436,1.7241121930478234
3765,1437,1.7204558847830305
3765,1438,1.7220146269948848
3766,1439,1.7229139301840983
3767,1440,1.7190188367959274
3767,1441,1.7218741532652269
3768,1442,1.7241038089525054
3768,1443,1.7229845144070302
3769,1444,1.7198867002961042
3770,1445,1.7136908735028216
3770,1446,1.7193505543397944
3771,1447,1.7226615105735845
3772,1448,1.7166506666818546
3772,1449,1.7211481326239417
3773,1450,1.7196526090674027
3773,1451,1.7202159564678268
3774,1452,1.716960200115615
3775,1453,1.7151372274294636
3775,1454,1.7191447512237499
3776,1455,1.7161997258613901
3777,1456,1.7124055409848324
3777,1457,1.7130514615890782
3778,1458,1.716264324591246
3778,1459,1.7149809235523858
3779,1460,1.7172523891754574
3780,1461,1.7153472425083203
3780,1462,1.715596372668563
3781,1463,1.7180320914290375
3781,1464,1.7175993076990648
3782,1465,1.7120020061427068
3783,1466,1.713425611986362
3783,1467,1.7150567136457906
3784,1468,1.7156884309260352
3784,1469,1.7171525121949058
3785,1470,1.7140838686859283
3785,1471,1.7146152585748335
3786,1472,1.7095773289484788
3787,1473,1.7100105936399703
3787,1474,1.7169235253059787
3788,1475,1.714821843213443
3788,1476,1.7153503000053472
3789,1477,1.7170807696863444
3789,1478,1.7165158810415806
3790,1479,1.7128919713006612
3790,1480,1.7131964922483955
3791,1481,1.7116831584583188
3792,1482,1.711211760933755
3792,1483,1.710150382730425
3793,1484,1.709458237685292
3793,1485,1.7125964982791912
3794,1486,1.7115343635283224
3794,1487,1.7115486764932797
3795,1488,1.7095381545969772
3795,1489,1.7081987767297746
3796,1490,1.7066230212896751
3796,1491,1.7066320827764951
3797,1492,1.6989658022607659
3797,1493,1.7009540058441768
3798,1494,1.6950219223224086
3798,1495,1.7026956832226192
3799,1496,1.7049733859489582
3799,1497,1.7052322956658508
3800,1498,1.7038179493528125
3800,1499,1.7032185866366476
3801,1500,1.7024996320688153
3801,1501,1.7062322294146564
3802,1502,1.7063895157348317
3802,1503,1.706541779889942
3803,1504,1.7072581534298321
3803,1505,1.7082652153131688
3804,1506,1.710539498058644
3804,1507,1.7109221533786085
3805,1508,1.7098366355240118
3805,1509,1.7096978476778484
3806,1510,1.7090904180706208
3806,1511,1.7121918940079766
3806,1512,1.7147200002422813
3807,1513,1.712630672150566
3807,1514,1.7118677799622695
3808,1515,1.7087686963066437
3808,1516,1.7104916379826336
3809,1517,1.7098642697980264
3809,1518,1.7110615222927863
3810,1519,1.7087784254917986
3810,1520,1.7119786464786344
3810,1521,1.7152271224201512
3811,1522,1.713789954917034
3811,1523,1.7149906469394642
3812,1524,1.7123218721724767
3812,1525,1.7137436412124114
3813,1526,1.7134377455392924
3813,1527,1.7155342766338435
3813,1528,1.7112943769703968
3814,1529,1.7113961032003058
3814,1530,1.71065586999674
3815,1531,1.711136638260105
3815,1532,1.7104617237955497
3816,1533,1.7080968285332419
3816,1534,1.7145646847432956
3816,1535,1.7148020592943092
3817,1536,1.7168072428937153
3817,1537,1.7144119995893214
3818,1538,1.7164437961720873
3818,1539,1.717590968795526
3818,1540,1.717770995919369
3819,1541,1.7153800536702126
3819,1542,1.7186061242839408
3820,1543,1.7164483830054538
3820,1544,1.714147221272524
3820,1545,1.7170456251770732
3821,1546,1.7162291070748659
3821,1547,1.721318184463157
3822,1548,1.7172870473144424
3822,1549,1.723708242918464
3823,1550,1.7207324330375062
3823,1551,1.7229218365969414
3823,1552,1.723365724614921
3824,1553,1.7224778701711105
3824,1554,1.7258226732897064
3824,1555,1.7230980172954853
3825,1556,1.7219926392671585
3825,1557,1.7204645297103407
3826,1558,1.7187998034406995
3826,1559,1.721475631062918
3826,1560,1.7241379295602872
3827,1561,1.7231522153483019
3827,1562,1.723672299583742
3828,1563,1.7214689475153804
3828,1564,1.725441555586845
3828,1565,1.724284265115407
3829,1566,1.723600528764525
3829,1567,1.7234151752777875
3829,1568,1.7218230858838035
3830,1569,1.7240224387074228
3830,1570,1.7242829615461794
3831,1571,1.726303377787725
3831,1572,1.7269503086958375
